,0,1,2,3
139,1922,"Speaking in the House of Commons on 16 February 1922, Churchill said: ""What Irishmen all over the world most desire is not hostility against this country, but the unity of their own"".",Asquith government: 1908–1915,First Lord of the Admiralty
140,1914,"As First Lord, Churchill was tasked with overseeing Britain's naval effort when the First World War began in August 1914.",Asquith government: 1908–1915,First Lord of the Admiralty
141,1915,"Approval was given and, in March 1915, an Anglo-French task force attempted a naval bombardment of Turkish defences in the Dardanelles.",Asquith government: 1908–1915,First Lord of the Admiralty
142,1911,"In October 1911, Asquith appointed Churchill First Lord of the Admiralty, and he took up official residence at Admiralty House.",Asquith government: 1908–1915,First Lord of the Admiralty
143,1912,"After the German government passed its 1912 Naval Law to increase warship production, Churchill vowed that Britain would do the same and that for every new battleship built by the Germans, Britain would build two.",Asquith government: 1908–1915,First Lord of the Admiralty
144,1913,Some Liberals objected to his levels of naval expenditure; in December 1913 he threatened to resign if his proposal for four new battleships in 1914–15 was rejected.,Asquith government: 1908–1915,First Lord of the Admiralty
145,1914,"In June 1914, he convinced the House of Commons to authorise the government purchase of a 51 percent share in the profits of oil produced by the Anglo-Persian Oil Company, to secure continued oil access for the Royal Navy.",Asquith government: 1908–1915,First Lord of the Admiralty
146,1912,"The central issue in Britain at the time was Irish Home Rule and, in 1912, Asquith's government introduced the Home Rule Bill.",Asquith government: 1908–1915,First Lord of the Admiralty
147,1922,"Speaking in the House of Commons on 16 February 1922, Churchill said: ""What Irishmen all over the world most desire is not hostility against this country, but the unity of their own"".",Asquith government: 1908–1915,First Lord of the Admiralty
148,1914,"As First Lord, Churchill was tasked with overseeing Britain's naval effort when the First World War began in August 1914.",Asquith government: 1908–1915,First Lord of the Admiralty
149,1915,"Approval was given and, in March 1915, an Anglo-French task force attempted a naval bombardment of Turkish defences in the Dardanelles.",Asquith government: 1908–1915,First Lord of the Admiralty
150,1904," Main article: Winston Churchill's Liberal Party years, 1904–1924 Churchill commanding the 6th Battalion, the Royal Scots Fusiliers, 1916.","Military service, 1915–1916",
151,1915,"On 25 November 1915, Churchill resigned from the government, although he remained an MP.","Military service, 1915–1916",
152,1916,"In January 1916, he was temporarily promoted to lieutenant-colonel and given command of the 6th Royal Scots Fusiliers.","Military service, 1915–1916",
153,1916,"His temporary promotion ended on 16 May 1916, when he returned to the rank of major.","Military service, 1915–1916",
154,1916,"It was in November 1916 that he penned ""The greater application of mechanical power to the prosecution of an offensive on land"", but it fell on deaf ears.","Military service, 1915–1916",
155,1904," Main article: Winston Churchill's Liberal Party years, 1904–1924 Churchill commanding the 6th Battalion, the Royal Scots Fusiliers, 1916.","Military service, 1915–1916",
156,1915,"On 25 November 1915, Churchill resigned from the government, although he remained an MP.","Military service, 1915–1916",
157,1916,"In January 1916, he was temporarily promoted to lieutenant-colonel and given command of the 6th Royal Scots Fusiliers.","Military service, 1915–1916",
158,1916,"His temporary promotion ended on 16 May 1916, when he returned to the rank of major.","Military service, 1915–1916",
159,1916,"It was in November 1916 that he penned ""The greater application of mechanical power to the prosecution of an offensive on land"", but it fell on deaf ears.","Military service, 1915–1916",
160,1904," Main article: Winston Churchill's Liberal Party years, 1904–1924",Lloyd George government: 1916–1922,
161,1904," Main article: Winston Churchill's Liberal Party years, 1904–1924",Lloyd George government: 1916–1922,
162,1916," In October 1916, Asquith resigned as Prime Minister and was succeeded by Lloyd George who, in May 1917, sent Churchill to inspect the French war effort.",Lloyd George government: 1916–1922,Minister of Munitions: 1917–1919
163,1917,It was in his October 1917 letter to the attention of his Cabinet colleagues that he penned the plan of attack for the next year that would bring final victory to the Allies.,Lloyd George government: 1916–1922,Minister of Munitions: 1917–1919
164,1918,"He ended a second strike, in June 1918, by threatening to conscript strikers into the army.",Lloyd George government: 1916–1922,Minister of Munitions: 1917–1919
165,1918,"In the House of Commons, Churchill voted in support of the Representation of the People Act 1918, which gave some British women the right to vote.",Lloyd George government: 1916–1922,Minister of Munitions: 1917–1919
166,1918,"In November 1918, four days after the Armistice, Churchill's fourth child, Marigold, was born.",Lloyd George government: 1916–1922,Minister of Munitions: 1917–1919
167,1916," In October 1916, Asquith resigned as Prime Minister and was succeeded by Lloyd George who, in May 1917, sent Churchill to inspect the French war effort.",Lloyd George government: 1916–1922,Minister of Munitions: 1917–1919
168,1917,It was in his October 1917 letter to the attention of his Cabinet colleagues that he penned the plan of attack for the next year that would bring final victory to the Allies.,Lloyd George government: 1916–1922,Minister of Munitions: 1917–1919
169,1918,"He ended a second strike, in June 1918, by threatening to conscript strikers into the army.",Lloyd George government: 1916–1922,Minister of Munitions: 1917–1919
170,1918,"In the House of Commons, Churchill voted in support of the Representation of the People Act 1918, which gave some British women the right to vote.",Lloyd George government: 1916–1922,Minister of Munitions: 1917–1919
171,1918,"In November 1918, four days after the Armistice, Churchill's fourth child, Marigold, was born.",Lloyd George government: 1916–1922,Minister of Munitions: 1917–1919
172,1918, Churchill meets female workers at Georgetown's filling works near Glasgow in October 1918.,Lloyd George government: 1916–1922,Secretary of State for War and Air: 1919–1921
173,1918,"With the war over, Lloyd George called a general election with voting on Saturday, 14 December 1918.",Lloyd George government: 1916–1922,Secretary of State for War and Air: 1919–1921
174,1919,"In January 1919, Lloyd George moved Churchill to the War Office as both Secretary of State for War and Secretary of State for Air.",Lloyd George government: 1916–1922,Secretary of State for War and Air: 1919–1921
175,1918, Churchill meets female workers at Georgetown's filling works near Glasgow in October 1918.,Lloyd George government: 1916–1922,Secretary of State for War and Air: 1919–1921
176,1918,"With the war over, Lloyd George called a general election with voting on Saturday, 14 December 1918.",Lloyd George government: 1916–1922,Secretary of State for War and Air: 1919–1921
177,1919,"In January 1919, Lloyd George moved Churchill to the War Office as both Secretary of State for War and Secretary of State for Air.",Lloyd George government: 1916–1922,Secretary of State for War and Air: 1919–1921
178,1921," Churchill as Secretary of State for the Colonies during his visit to Mandatory Palestine, Tel Aviv, 1921 Churchill's main home was Chartwell in Kent.",Lloyd George government: 1916–1922,Secretary of State for the Colonies: 1921–1922
179,1922,He purchased it in 1922 after his daughter Mary was born.,Lloyd George government: 1916–1922,Secretary of State for the Colonies: 1921–1922
180,1921,Churchill became Secretary of State for the Colonies in February 1921.,Lloyd George government: 1916–1922,Secretary of State for the Colonies: 1921–1922
181,1921,He did allow some temporary restrictions following the 1921 Jaffa riots.,Lloyd George government: 1916–1922,Secretary of State for the Colonies: 1921–1922
182,1922,"In September 1922, the Chanak Crisis erupted as Turkish forces threatened to occupy the Dardanelles neutral zone, which was policed by the British army based in Chanak (now Çanakkale).",Lloyd George government: 1916–1922,Secretary of State for the Colonies: 1921–1922
183,1922,"A political debacle ensued which resulted in the Conservative withdrawal from the government, precipitating the November 1922 general election.",Lloyd George government: 1916–1922,Secretary of State for the Colonies: 1921–1922
184,1922,"In October 1922, he underwent an operation for appendicitis.",Lloyd George government: 1916–1922,Secretary of State for the Colonies: 1921–1922
185,1922,"Still, he could be satisfied with his elevation as one of 50 Companions of Honour, as named in Lloyd George's 1922 Dissolution Honours list.",Lloyd George government: 1916–1922,Secretary of State for the Colonies: 1921–1922
186,1921," Churchill as Secretary of State for the Colonies during his visit to Mandatory Palestine, Tel Aviv, 1921 Churchill's main home was Chartwell in Kent.",Lloyd George government: 1916–1922,Secretary of State for the Colonies: 1921–1922
187,1922,He purchased it in 1922 after his daughter Mary was born.,Lloyd George government: 1916–1922,Secretary of State for the Colonies: 1921–1922
188,1921,Churchill became Secretary of State for the Colonies in February 1921.,Lloyd George government: 1916–1922,Secretary of State for the Colonies: 1921–1922
189,1921,He did allow some temporary restrictions following the 1921 Jaffa riots.,Lloyd George government: 1916–1922,Secretary of State for the Colonies: 1921–1922
